Symbol,Date,Open,High,Low,Close,Volume,Rise,industry
TGT,2022-10-21,154.54,159.26,154.3,159.19,3507200.0,-35.19,Discount Stores
TJX,2022-10-21,65.31,68.06,65.27,67.61,5865200.0,3.56,Apparel Retail
TMO,2022-10-21,486.16,496.94,478.31,496.74,2835800.0,-14.32,Diagnostics & Research
TMUS,2022-10-21,135.03,136.68,134.88,136.46,4198600.0,3.3,Telecom Services
TPR,2022-10-21,30.48,31.4,30.18,31.27,2458500.0,-8.0,Luxury Goods
TRMB,2022-10-21,53.88,55.98,53.38,55.88,832300.0,-18.96,Scientific & Technical Instruments
TROW,2022-10-21,99.87,103.13,99.43,102.52,2029300.0,-24.95,Asset Management
TRV,2022-10-21,171.7,176.38,171.1,176.23,1471700.0,1.09,Insurance—Property & Casualty
TSCO,2022-10-21,188.02,199.46,187.55,197.37,1760900.0,-9.07,Specialty Retail
TSLA,2022-10-21,206.42,214.66,203.8,214.44,75529300.0,-36.23,Auto Manufacturers
TSN,2022-10-21,64.46,65.29,64.16,65.12,2308200.0,-32.67,Farm Products
TT,2022-10-21,140.82,145.79,139.6,144.86,1780100.0,-4.32,Building Products & Equipment
TTWO,2022-10-21,122.86,125.81,121.74,125.55,1005500.0,-4.55,Electronic Gaming & Multimedia
TWTR,2022-10-21,50.0,50.75,49.55,49.89,51158100.0,5.97,Internet Content & Information
TXN,2022-10-21,155.41,160.03,153.94,159.72,7706200.0,-8.67,Semiconductors
TXT,2022-10-21,60.95,63.11,60.54,62.94,1596300.0,-8.87,Aerospace & Defense
TYL,2022-10-21,333.31,336.44,328.79,335.95,227900.0,-15.35,Software—Application
UAL,2022-10-21,38.95,40.97,38.6,40.44,13223000.0,-20.47,Airlines
UDR,2022-10-21,38.99,39.42,38.44,39.2,2383000.0,-33.51,REIT—Residential
UHS,2022-10-21,87.23,90.21,82.5,90.0,1726100.0,-41.53,Medical Care Facilities
ULTA,2022-10-21,382.64,385.96,374.09,382.81,805900.0,-9.16,Specialty Retail
UNH,2022-10-21,518.06,536.53,518.01,533.73,2896000.0,-0.02,Healthcare Plans
UNP,2022-10-21,185.45,191.18,183.7,190.53,6710400.0,-21.14,Railroads
UPS,2022-10-21,161.63,166.04,161.03,165.55,3147900.0,-10.9,Integrated Freight & Logistics
URI,2022-10-21,274.33,285.88,271.05,284.68,661900.0,-15.71,Rental & Leasing Services
USB,2022-10-21,39.86,40.7,39.57,40.51,12850900.0,-22.28,Banks—Regional
V,2022-10-21,185.8,190.95,185.05,190.37,7572400.0,-11.72,Credit Services
VFC,2022-10-21,27.55,27.9,27.03,27.69,7670500.0,-49.9,Apparel Manufacturing
VICI,2022-10-21,29.7,30.08,29.29,30.05,5383800.0,0.99,REIT—Diversified
VLO,2022-10-21,125.16,128.3,124.11,127.74,3400200.0,23.83,Oil & Gas Refining & Marketing
VMC,2022-10-21,149.24,155.88,148.51,155.43,832000.0,-13.89,Building Materials
VNO,2022-10-21,21.97,22.46,21.62,22.39,3176300.0,-44.8,REIT—Office
VRSK,2022-10-21,165.38,167.75,163.79,166.99,852800.0,-22.21,Consulting Services
VRSN,2022-10-21,177.06,179.67,174.41,179.15,820200.0,-15.71,Software—Infrastructure
VRTX,2022-10-21,289.69,300.14,287.96,300.0,1467100.0,6.49,Biotechnology
VTR,2022-10-21,37.37,37.6,36.56,37.13,2389200.0,-37.59,REIT—Healthcare Facilities
VTRS,2022-10-21,9.28,9.44,9.14,9.38,5950500.0,-9.98,Drug Manufacturers—Specialty & Generic
VZ,2022-10-21,35.52,35.7,34.55,35.35,51645900.0,-34.93,Telecom Services
WAB,2022-10-21,84.47,86.62,83.93,86.57,1023500.0,-6.12,Railroads
WAT,2022-10-21,275.14,282.41,272.14,282.12,357200.0,-8.22,Diagnostics & Research
WBA,2022-10-21,33.4,34.54,33.21,34.3,9876000.0,-24.98,Pharmaceutical Retailers
WBD,2022-10-21,12.87,13.5,12.84,13.49,21426700.0,-37.11,Entertainment
WDC,2022-10-21,33.32,34.89,33.09,34.86,6230300.0,-30.61,Computer Hardware
WEC,2022-10-21,85.95,87.33,85.25,86.65,1215800.0,-16.9,Utilities—Regulated Electric
WELL,2022-10-21,58.9,59.07,57.21,57.88,5553000.0,-39.64,REIT—Healthcare Facilities
WFC,2022-10-21,43.64,44.88,43.57,44.83,18626100.0,-5.01,Banks—Diversified
WHR,2022-10-21,125.72,134.35,124.43,131.22,4107100.0,-24.78,"Furnishings, Fixtures & Appliances"
WM,2022-10-21,158.57,160.68,157.25,159.83,1486200.0,-0.04,Waste Management
WMB,2022-10-21,30.97,31.76,30.69,31.52,8867200.0,-9.49,Oil & Gas Midstream
WMT,2022-10-21,134.81,137.41,134.0,136.8,6043800.0,-13.75,Discount Stores
WRB,2022-10-21,70.66,71.6,70.21,71.35,2128200.0,3.57,Insurance—Property & Casualty
WRK,2022-10-21,32.12,32.98,32.03,32.86,2175500.0,-36.36,Packaging & Containers
WST,2022-10-21,232.88,237.81,227.21,232.88,862100.0,-36.18,Medical Instruments & Supplies
WTW,2022-10-21,205.35,211.13,203.61,210.72,710900.0,-12.83,Insurance Brokers
WY,2022-10-21,28.94,30.01,28.8,29.96,5675600.0,-27.49,REIT—Specialty
WYNN,2022-10-21,55.82,58.94,55.39,58.8,4220200.0,-22.04,Resorts & Casinos
XEL,2022-10-21,59.84,61.24,59.43,60.9,3776000.0,-18.01,Utilities—Regulated Electric
XOM,2022-10-21,104.45,106.4,103.91,105.86,22801500.0,24.08,Oil & Gas Integrated
XRAY,2022-10-21,28.54,29.09,27.98,29.06,2024600.0,-30.71,Medical Instruments & Supplies
XYL,2022-10-21,91.53,94.09,90.46,93.86,911400.0,9.29,Specialty Industrial Machinery
YUM,2022-10-21,109.44,111.4,108.77,111.03,1735700.0,-9.89,Restaurants
ZBH,2022-10-21,105.93,107.7,102.6,107.39,1116800.0,-18.25,Medical Devices
ZBRA,2022-10-21,255.92,263.91,252.39,263.04,348800.0,-32.56,Communication Equipment
ZION,2022-10-21,47.18,48.5,46.58,47.82,2381100.0,-22.08,Banks—Regional
ZTS,2022-10-21,143.94,147.69,142.12,147.21,2354100.0,-20.16,Drug Manufacturers—Specialty & Generic
